gene_acc	Homo_seqid	OG	symbol	Hydractinia_seqid
NP_001243276.1	Homo_14307	OG0000002	SEMA5B	Hs_planula_t.43277
NP_001243276.1	Homo_14307	OG0000002	SEMA5B	Hs_planula_t.47915
NP_001243276.1	Homo_14307	OG0000002	SEMA5B	Hs_planula_t.48076
NP_001243276.1	Homo_14307	OG0000002	SEMA5B	Hs_planula_t.48079
NP_001243276.1	Homo_14307	OG0000002	SEMA5B	Hs_planula_t.48244
NP_001243276.1	Homo_14307	OG0000002	SEMA5B	Hs_planula_t.48246
NP_001243276.1	Homo_14307	OG0000002	SEMA5B	Hs_planula_t.50464
NP_001243276.1	Homo_14307	OG0000002	SEMA5B	Hs_planula_t.50766
NP_001243276.1	Homo_14307	OG0000002	SEMA5B	Hs_planula_t.55931
NP_001243276.1	Homo_14307	OG0000002	SEMA5B	Hs_planula_t.70205
NP_001243276.1	Homo_14307	OG0000002	SEMA5B	Hs_planula_t.72894
NP_001243276.1	Homo_14307	OG0000002	SEMA5B	Hs_planula_t.73024
NP_001243276.1	Homo_14307	OG0000002	SEMA5B	Hs_planula_t.81440
NP_001243276.1	Homo_14307	OG0000002	SEMA5B	Hs_planula_t.81441
NP_001243276.1	Homo_14307	OG0000002	SEMA5B	Hs_planula_t.83725
NP_001243276.1	Homo_14307	OG0000002	SEMA5B	Hs_planula_t.83822
NP_001243276.1	Homo_14307	OG0000002	SEMA5B	Hs_planula_t.92616
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.11207
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.11713
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.14852
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.20655
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.21263
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.21264
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.22812
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.23688
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.24723
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.24723
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.3778
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.40086
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.40948
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.47300
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.50049
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.74880
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.74881
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.85107
NP_000545.1	Homo_59595	OG0000012	CRX	Hs_planula_t.87239
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.11207
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.11713
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.14852
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.20655
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.21263
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.21264
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.22812
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.23688
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.24723
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.24723
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.3778
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.40086
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.40948
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.47300
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.50049
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.74880
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.74881
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.85107
NP_955457.1	Homo_61438	OG0000012	VSX1	Hs_planula_t.87239
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.11207
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.11713
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.14852
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.20655
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.21263
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.21264
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.22812
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.23688
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.24723
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.24723
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.3778
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.40086
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.40948
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.47300
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.50049
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.74880
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.74881
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.85107
NP_878314.1	Homo_45876	OG0000012	VSX2	Hs_planula_t.87239
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.11207
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.11713
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.14852
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.20655
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.21263
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.21264
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.22812
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.23688
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.24723
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.24723
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.3778
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.40086
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.40948
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.47300
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.50049
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.74880
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.74881
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.85107
NP_001306003.2	Homo_56853	OG0000012	RAX2	Hs_planula_t.87239
NP_002034.3	Homo_23479	OG0000026	GABRR2	Hs_planula_t.1864
NP_002034.3	Homo_23479	OG0000026	GABRR2	Hs_planula_t.20397
NP_002034.3	Homo_23479	OG0000026	GABRR2	Hs_planula_t.20398
NP_002034.3	Homo_23479	OG0000026	GABRR2	Hs_planula_t.2048
NP_002034.3	Homo_23479	OG0000026	GABRR2	Hs_planula_t.23627
NP_002034.3	Homo_23479	OG0000026	GABRR2	Hs_planula_t.23875
NP_002034.3	Homo_23479	OG0000026	GABRR2	Hs_planula_t.23876
NP_002034.3	Homo_23479	OG0000026	GABRR2	Hs_planula_t.26714
NP_002034.3	Homo_23479	OG0000026	GABRR2	Hs_planula_t.51358
NP_002034.3	Homo_23479	OG0000026	GABRR2	Hs_planula_t.66848
NP_002034.3	Homo_23479	OG0000026	GABRR2	Hs_planula_t.75560
NP_002034.3	Homo_23479	OG0000026	GABRR2	Hs_planula_t.86961
NP_002034.3	Homo_23479	OG0000026	GABRR2	Hs_planula_t.89369
NP_001139512.1	Homo_20722	OG0000026	GLRA1	Hs_planula_t.1864
NP_001139512.1	Homo_20722	OG0000026	GLRA1	Hs_planula_t.20397
NP_001139512.1	Homo_20722	OG0000026	GLRA1	Hs_planula_t.20398
NP_001139512.1	Homo_20722	OG0000026	GLRA1	Hs_planula_t.2048
NP_001139512.1	Homo_20722	OG0000026	GLRA1	Hs_planula_t.23627
NP_001139512.1	Homo_20722	OG0000026	GLRA1	Hs_planula_t.23875
NP_001139512.1	Homo_20722	OG0000026	GLRA1	Hs_planula_t.23876
NP_001139512.1	Homo_20722	OG0000026	GLRA1	Hs_planula_t.26714
NP_001139512.1	Homo_20722	OG0000026	GLRA1	Hs_planula_t.51358
NP_001139512.1	Homo_20722	OG0000026	GLRA1	Hs_planula_t.66848
NP_001139512.1	Homo_20722	OG0000026	GLRA1	Hs_planula_t.75560
NP_001139512.1	Homo_20722	OG0000026	GLRA1	Hs_planula_t.86961
NP_001139512.1	Homo_20722	OG0000026	GLRA1	Hs_planula_t.89369
NP_001513.2	Homo_66678	OG0000056	GUCY2F	Hs_planula_t.10561
NP_001513.2	Homo_66678	OG0000056	GUCY2F	Hs_planula_t.10640
NP_001513.2	Homo_66678	OG0000056	GUCY2F	Hs_planula_t.23564
NP_001513.2	Homo_66678	OG0000056	GUCY2F	Hs_planula_t.25097
NP_001513.2	Homo_66678	OG0000056	GUCY2F	Hs_planula_t.25148
NP_001513.2	Homo_66678	OG0000056	GUCY2F	Hs_planula_t.26966
NP_001513.2	Homo_66678	OG0000056	GUCY2F	Hs_planula_t.31635
NP_001513.2	Homo_66678	OG0000056	GUCY2F	Hs_planula_t.35676
NP_001513.2	Homo_66678	OG0000056	GUCY2F	Hs_planula_t.35676
NP_001513.2	Homo_66678	OG0000056	GUCY2F	Hs_planula_t.48205
NP_001513.2	Homo_66678	OG0000056	GUCY2F	Hs_planula_t.51262
NP_001513.2	Homo_66678	OG0000056	GUCY2F	Hs_planula_t.69980
NP_001513.2	Homo_66678	OG0000056	GUCY2F	Hs_planula_t.70841
NP_001513.2	Homo_66678	OG0000056	GUCY2F	Hs_planula_t.70842
NP_001513.2	Homo_66678	OG0000056	GUCY2F	Hs_planula_t.86581
NP_001513.2	Homo_66678	OG0000056	GUCY2F	Hs_planula_t.86583
NP_001513.2	Homo_66678	OG0000056	GUCY2F	Hs_planula_t.885
NP_000171.1	Homo_52147	OG0000056	GUCY2D	Hs_planula_t.10561
NP_000171.1	Homo_52147	OG0000056	GUCY2D	Hs_planula_t.10640
NP_000171.1	Homo_52147	OG0000056	GUCY2D	Hs_planula_t.23564
NP_000171.1	Homo_52147	OG0000056	GUCY2D	Hs_planula_t.25097
NP_000171.1	Homo_52147	OG0000056	GUCY2D	Hs_planula_t.25148
NP_000171.1	Homo_52147	OG0000056	GUCY2D	Hs_planula_t.26966
NP_000171.1	Homo_52147	OG0000056	GUCY2D	Hs_planula_t.31635
NP_000171.1	Homo_52147	OG0000056	GUCY2D	Hs_planula_t.35676
NP_000171.1	Homo_52147	OG0000056	GUCY2D	Hs_planula_t.35676
NP_000171.1	Homo_52147	OG0000056	GUCY2D	Hs_planula_t.48205
NP_000171.1	Homo_52147	OG0000056	GUCY2D	Hs_planula_t.51262
NP_000171.1	Homo_52147	OG0000056	GUCY2D	Hs_planula_t.69980
NP_000171.1	Homo_52147	OG0000056	GUCY2D	Hs_planula_t.70841
NP_000171.1	Homo_52147	OG0000056	GUCY2D	Hs_planula_t.70842
NP_000171.1	Homo_52147	OG0000056	GUCY2D	Hs_planula_t.86581
NP_000171.1	Homo_52147	OG0000056	GUCY2D	Hs_planula_t.86583
NP_000171.1	Homo_52147	OG0000056	GUCY2D	Hs_planula_t.885
NP_000095.2	Homo_7700	OG0000057	CYP1B1	Hs_planula_t.2267
NP_000095.2	Homo_7700	OG0000057	CYP1B1	Hs_planula_t.27897
NP_000095.2	Homo_7700	OG0000057	CYP1B1	Hs_planula_t.36079
NP_004180.1	Homo_14687	OG0000060	SOX14	Hs_planula_t.15488
NP_004180.1	Homo_14687	OG0000060	SOX14	Hs_planula_t.27031
NP_004180.1	Homo_14687	OG0000060	SOX14	Hs_planula_t.30510
NP_004180.1	Homo_14687	OG0000060	SOX14	Hs_planula_t.37584
NP_004180.1	Homo_14687	OG0000060	SOX14	Hs_planula_t.47554
NP_004180.1	Homo_14687	OG0000060	SOX14	Hs_planula_t.48675
NP_004180.1	Homo_14687	OG0000060	SOX14	Hs_planula_t.49674
NP_004180.1	Homo_14687	OG0000060	SOX14	Hs_planula_t.62380
NP_004180.1	Homo_14687	OG0000060	SOX14	Hs_planula_t.82433
NP_004180.1	Homo_14687	OG0000060	SOX14	Hs_planula_t.91819
NP_006574.1	Homo_17559	OG0000063	RRH	Hs_planula_t.10798
NP_006574.1	Homo_17559	OG0000063	RRH	Hs_planula_t.29380
NP_006574.1	Homo_17559	OG0000063	RRH	Hs_planula_t.75305
NP_006574.1	Homo_17559	OG0000063	RRH	Hs_planula_t.88569
NP_859528.1	Homo_23011	OG0000063	OPN5	Hs_planula_t.10798
NP_859528.1	Homo_23011	OG0000063	OPN5	Hs_planula_t.29380
NP_859528.1	Homo_23011	OG0000063	OPN5	Hs_planula_t.75305
NP_859528.1	Homo_23011	OG0000063	OPN5	Hs_planula_t.88569
NP_000530.1	Homo_14526	OG0000063	RHO	Hs_planula_t.10798
NP_000530.1	Homo_14526	OG0000063	RHO	Hs_planula_t.29380
NP_000530.1	Homo_14526	OG0000063	RHO	Hs_planula_t.75305
NP_000530.1	Homo_14526	OG0000063	RHO	Hs_planula_t.88569
NP_001025186.1	Homo_34531	OG0000063	OPN4	Hs_planula_t.10798
NP_001025186.1	Homo_34531	OG0000063	OPN4	Hs_planula_t.29380
NP_001025186.1	Homo_34531	OG0000063	OPN4	Hs_planula_t.75305
NP_001025186.1	Homo_34531	OG0000063	OPN4	Hs_planula_t.88569
NP_001165407.1	Homo_34165	OG0000093	CDH23	Hs_planula_t.22140
NP_001165407.1	Homo_34165	OG0000093	CDH23	Hs_planula_t.22143
NP_001165407.1	Homo_34165	OG0000093	CDH23	Hs_planula_t.23286
NP_001165407.1	Homo_34165	OG0000093	CDH23	Hs_planula_t.24997
NP_001165407.1	Homo_34165	OG0000093	CDH23	Hs_planula_t.25179
NP_001165407.1	Homo_34165	OG0000093	CDH23	Hs_planula_t.49134
NP_001165407.1	Homo_34165	OG0000093	CDH23	Hs_planula_t.78332
NP_001165407.1	Homo_34165	OG0000093	CDH23	Hs_planula_t.84960
NP_001165407.1	Homo_34165	OG0000093	CDH23	Hs_planula_t.88759
NP_001165407.1	Homo_34165	OG0000093	CDH23	Hs_planula_t.90491
NP_001350695.1	Homo_70631	OG0000098	CRYAA	Hs_planula_t.1552
NP_001350695.1	Homo_70631	OG0000098	CRYAA	Hs_planula_t.49100
NP_001350695.1	Homo_70631	OG0000098	CRYAA	Hs_planula_t.74649
NP_001350695.1	Homo_70631	OG0000098	CRYAA	Hs_planula_t.86245
NP_003980.3	Homo_35005	OG0000129	PAX2	Hs_planula_t.36723
NP_003980.3	Homo_35005	OG0000129	PAX2	Hs_planula_t.56958
NP_003980.3	Homo_35005	OG0000129	PAX2	Hs_planula_t.88906
NP_003980.3	Homo_35005	OG0000129	PAX2	Hs_planula_t.92519
NP_002896.2	Homo_41590	OG0000178	RDH5	Hs_planula_t.29079
NP_002896.2	Homo_41590	OG0000178	RDH5	Hs_planula_t.56881
NP_002896.2	Homo_41590	OG0000178	RDH5	Hs_planula_t.70765
NP_002896.2	Homo_41590	OG0000178	RDH5	Hs_planula_t.84780
NP_036196.1	Homo_41698	OG0000218	MIP	Hs_planula_t.22381
NP_036196.1	Homo_41698	OG0000218	MIP	Hs_planula_t.27492
NP_036196.1	Homo_41698	OG0000218	MIP	Hs_planula_t.27889
NP_036196.1	Homo_41698	OG0000218	MIP	Hs_planula_t.28710
NP_036196.1	Homo_41698	OG0000218	MIP	Hs_planula_t.39428
NP_036196.1	Homo_41698	OG0000218	MIP	Hs_planula_t.55128
NP_036196.1	Homo_41698	OG0000218	MIP	Hs_planula_t.69841
NP_036196.1	Homo_41698	OG0000218	MIP	Hs_planula_t.79172
NP_036196.1	Homo_41698	OG0000218	MIP	Hs_planula_t.80030
NP_036196.1	Homo_41698	OG0000218	MIP	Hs_planula_t.92541
NP_036196.1	Homo_41698	OG0000218	MIP	Hs_planula_t.92542
NP_036196.1	Homo_41698	OG0000218	MIP	Hs_planula_t.92543
NP_000834.2	Homo_21205	OG0000241	GRM6	Hs_planula_t.36547
NP_000834.2	Homo_21205	OG0000241	GRM6	Hs_planula_t.50251
NP_001358017.1	Homo_26920	OG0000241	GRM8	Hs_planula_t.36547
NP_001358017.1	Homo_26920	OG0000241	GRM8	Hs_planula_t.50251
NP_001161883.1	Homo_23252	OG0000316	RIMS1	Hs_planula_t.25278
NP_001161883.1	Homo_23252	OG0000316	RIMS1	Hs_planula_t.35971
NP_001300670.1	Homo_43555	OG0000380	ATP8A2	Hs_planula_t.36173
NP_001300670.1	Homo_43555	OG0000380	ATP8A2	Hs_planula_t.71829
NP_001287941.1	Homo_24072	OG0000389	EYA4	Hs_planula_t.24452
NP_001287941.1	Homo_24072	OG0000389	EYA4	Hs_planula_t.24452
NP_001287941.1	Homo_24072	OG0000389	EYA4	Hs_planula_t.24453
NP_001287941.1	Homo_24072	OG0000389	EYA4	Hs_planula_t.24453
NP_001287941.1	Homo_24072	OG0000389	EYA4	Hs_planula_t.37665
NP_001287941.1	Homo_24072	OG0000389	EYA4	Hs_planula_t.92029
NP_001269489.1	Homo_1239	OG0000389	EYA3	Hs_planula_t.24452
NP_001269489.1	Homo_1239	OG0000389	EYA3	Hs_planula_t.24452
NP_001269489.1	Homo_1239	OG0000389	EYA3	Hs_planula_t.24453
NP_001269489.1	Homo_1239	OG0000389	EYA3	Hs_planula_t.24453
NP_001269489.1	Homo_1239	OG0000389	EYA3	Hs_planula_t.37665
NP_001269489.1	Homo_1239	OG0000389	EYA3	Hs_planula_t.92029
NP_009060.2	Homo_44367	OG0000391	ZIC2	Hs_planula_t.10846
NP_009060.2	Homo_44367	OG0000391	ZIC2	Hs_planula_t.16300
NP_009060.2	Homo_44367	OG0000391	ZIC2	Hs_planula_t.22533
NP_009060.2	Homo_44367	OG0000391	ZIC2	Hs_planula_t.27994
NP_009060.2	Homo_44367	OG0000391	ZIC2	Hs_planula_t.50725
NP_009060.2	Homo_44367	OG0000391	ZIC2	Hs_planula_t.79959
NP_000363.1	Homo_38862	OG0000433	TYR	Hs_planula_t.1210
NP_000363.1	Homo_38862	OG0000433	TYR	Hs_planula_t.1449
NP_000363.1	Homo_38862	OG0000433	TYR	Hs_planula_t.21875
NP_000363.1	Homo_38862	OG0000433	TYR	Hs_planula_t.22011
NP_000363.1	Homo_38862	OG0000433	TYR	Hs_planula_t.27422
NP_000363.1	Homo_38862	OG0000433	TYR	Hs_planula_t.29011
NP_000363.1	Homo_38862	OG0000433	TYR	Hs_planula_t.35726
NP_000363.1	Homo_38862	OG0000433	TYR	Hs_planula_t.54860
NP_000363.1	Homo_38862	OG0000433	TYR	Hs_planula_t.55665
NP_000363.1	Homo_38862	OG0000433	TYR	Hs_planula_t.71823
NP_001309818.1	Homo_35438	OG0000457	ABLIM1	Hs_planula_t.92505
NP_001309818.1	Homo_35438	OG0000457	ABLIM1	Hs_planula_t.92506
NP_000163.2	Homo_13144	OG0000470	GNAT1	Hs_planula_t.26743
NP_000163.2	Homo_13144	OG0000470	GNAT1	Hs_planula_t.38528
NP_000163.2	Homo_13144	OG0000470	GNAT1	Hs_planula_t.47978
NP_005263.1	Homo_3268	OG0000470	GNAT2	Hs_planula_t.26743
NP_005263.1	Homo_3268	OG0000470	GNAT2	Hs_planula_t.38528
NP_005263.1	Homo_3268	OG0000470	GNAT2	Hs_planula_t.47978
NP_758952.4	Homo_39949	OG0000483	CACNA2D4	Hs_planula_t.10753
NP_758952.4	Homo_39949	OG0000483	CACNA2D4	Hs_planula_t.71635
NP_758952.4	Homo_39949	OG0000483	CACNA2D4	Hs_planula_t.79647
NP_758952.4	Homo_39949	OG0000483	CACNA2D4	Hs_planula_t.79648
NP_758952.4	Homo_39949	OG0000483	CACNA2D4	Hs_planula_t.79650
NP_758952.4	Homo_39949	OG0000483	CACNA2D4	Hs_planula_t.83303
NP_001338983.1	Homo_59437	OG0000489	EML2	Hs_planula_t.50868
NP_001338983.1	Homo_59437	OG0000489	EML2	Hs_planula_t.71193
NP_001338983.1	Homo_59437	OG0000489	EML2	Hs_planula_t.71193
NP_997235.3	Homo_18511	OG0000570	CYP4V2	Hs_planula_t.14837
NP_997235.3	Homo_18511	OG0000570	CYP4V2	Hs_planula_t.17810
NP_997235.3	Homo_18511	OG0000570	CYP4V2	Hs_planula_t.1894
NP_997235.3	Homo_18511	OG0000570	CYP4V2	Hs_planula_t.28270
NP_997235.3	Homo_18511	OG0000570	CYP4V2	Hs_planula_t.28460
NP_997235.3	Homo_18511	OG0000570	CYP4V2	Hs_planula_t.28515
NP_997235.3	Homo_18511	OG0000570	CYP4V2	Hs_planula_t.2999
NP_997235.3	Homo_18511	OG0000570	CYP4V2	Hs_planula_t.48408
NP_997235.3	Homo_18511	OG0000570	CYP4V2	Hs_planula_t.66978
NP_997235.3	Homo_18511	OG0000570	CYP4V2	Hs_planula_t.90560
NP_006168.1	Homo_44942	OG0000626	NRL	Hs_planula_t.28149
NP_006168.1	Homo_44942	OG0000626	NRL	Hs_planula_t.39831
NP_006168.1	Homo_44942	OG0000626	NRL	Hs_planula_t.49187
NP_001364385.1	Homo_50352	OG0000631	BBS2	Hs_planula_t.26319
NP_001364385.1	Homo_50352	OG0000631	BBS2	Hs_planula_t.37434
NP_001364385.1	Homo_50352	OG0000631	BBS2	Hs_planula_t.67823
NP_057430.1	Homo_47856	OG0000698	NR2E3	Hs_planula_t.20135
NP_057430.1	Homo_47856	OG0000698	NR2E3	Hs_planula_t.21312
NP_057430.1	Homo_47856	OG0000698	NR2E3	Hs_planula_t.21312
NP_057430.1	Homo_47856	OG0000698	NR2E3	Hs_planula_t.2431
NP_057430.1	Homo_47856	OG0000698	NR2E3	Hs_planula_t.3043
NP_057430.1	Homo_47856	OG0000698	NR2E3	Hs_planula_t.38993
NP_057430.1	Homo_47856	OG0000698	NR2E3	Hs_planula_t.81533
NP_001273031.1	Homo_23653	OG0000698	NR2E1	Hs_planula_t.20135
NP_001273031.1	Homo_23653	OG0000698	NR2E1	Hs_planula_t.21312
NP_001273031.1	Homo_23653	OG0000698	NR2E1	Hs_planula_t.21312
NP_001273031.1	Homo_23653	OG0000698	NR2E1	Hs_planula_t.2431
NP_001273031.1	Homo_23653	OG0000698	NR2E1	Hs_planula_t.3043
NP_001273031.1	Homo_23653	OG0000698	NR2E1	Hs_planula_t.38993
NP_001273031.1	Homo_23653	OG0000698	NR2E1	Hs_planula_t.81533
